id;subdistrict_code;keterangan;district_id;city_id;province_id;postcode
1;11.01.01.2001;Keude Bakongan;1;1024;11;0
2;11.01.01.2002;Ujong Mangki;1;1024;11;0
3;11.01.01.2003;Ujong Padang;1;1024;11;0
4;11.01.01.2004;Gampong Drien;1;1024;11;0
5;11.01.01.2015;Darul Ikhsan;1;1024;11;0
6;11.01.01.2016;Padang Beurahan;1;1024;11;0
7;11.01.01.2017;Gampong Baro;1;1024;11;0
8;11.01.02.2001;Fajar Harapan;2;1024;11;0
9;11.01.02.2002;Krueng Batee;2;1024;11;0
10;11.01.02.2003;Pasi Kuala Asahan;2;1024;11;0
11;11.01.02.2004;Gunung Pulo;2;1024;11;0
12;11.01.02.2005;Pulo Ie I;2;1024;11;0
13;11.01.02.2006;Jambo Manyang;2;1024;11;0
14;11.01.02.2007;Simpang Empat;2;1024;11;37172
15;11.01.02.2008;Limau Purut;2;1024;11;0
16;11.01.02.2009;Pulo Kambing;2;1024;11;0
17;11.01.02.2010;Kampung Paya;2;1024;11;0
18;11.01.02.2011;Krueng Batu;2;1024;11;0
19;11.01.02.2012;Krueng Kluet;2;1024;11;0
20;11.01.02.2013;Alur Mas;2;1024;11;0
21;11.01.02.2014;Kampung Tinggi;2;1024;11;0
22;11.01.02.2015;Ruak;2;1024;11;0
23;11.01.02.2016;Simpang Lhee;2;1024;11;0
24;11.01.02.2017;Suaq Geuringgeng;2;1024;11;0
25;11.01.02.2018;Pasi Kuala Ba'u;2;1024;11;0
26;11.01.02.2019;Kedai Padang;2;1024;11;0
27;11.01.02.2020;Kotafajar;2;1024;11;0
28;11.01.02.2021;Gunung Pudung;2;1024;11;0
29;11.01.03.2001;Suaq Bakung;3;1024;11;0
30;11.01.03.2002;Rantau Binuang;3;1024;11;0
31;11.01.03.2003;Barat Daya;3;1024;11;0
32;11.01.03.2004;Sialang;3;1024;11;37352
33;11.01.03.2005;Kapeh;3;1024;11;0
34;11.01.03.2006;Pulo Ie;3;1024;11;0
35;11.01.03.2007;Kedai Runding;3;1024;11;0
36;11.01.03.2008;Kedai Kandang;3;1024;11;0
37;11.01.03.2009;Gampong Luar;3;1024;11;0
38;11.01.03.2010;Ujung;3;1024;11;0
39;11.01.03.2011;Jua;3;1024;11;0
40;11.01.03.2012;Pasi Meurapat;3;1024;11;0
41;11.01.03.2013;Ujung Pasir;3;1024;11;37172
42;11.01.03.2014;Geulumbuk;3;1024;11;0
43;11.01.03.2015;Pasie Lembang;3;1024;11;0
44;11.01.03.2016;Ujung Padang;3;1024;11;38714
45;11.01.03.2017;Indra Damai;3;1024;11;0
46;11.01.04.2001;Bakau Hulu;4;1024;11;0
47;11.01.04.2002;Padang Bakau;4;1024;11;0
48;11.01.04.2003;Manggis Harapan;4;1024;11;0
49;11.01.04.2004;Pasar Lama;4;1024;11;38963
50;11.01.04.2005;Apha;4;1024;11;0
51;11.01.04.2006;Ujung Batu;4;1024;11;0
52;11.01.04.2007;Pawoh;4;1024;11;0
53;11.01.04.2008;Dalam;4;1024;11;0
54;11.01.04.2009;Kota Palak;4;1024;11;0
55;11.01.04.2010;Cacang;4;1024;11;0
56;11.01.04.2011;Tengah Pisang;4;1024;11;0
57;11.01.04.2012;Pisang;4;1024;11;0
58;11.01.04.2013;Hulu Pisang;4;1024;11;0
59;11.01.04.2014;Tengah Baru;4;1024;11;0
60;11.01.04.2015;Lembah Baru;4;1024;11;0
61;11.01.04.2016;Padang Baru;4;1024;11;33684
62;11.01.05.2001;Kuta Buloh II;5;1024;11;0
63;11.01.05.2002;Kuta Buloh I;5;1024;11;0
64;11.01.05.2003;Ie Dingen;5;1024;11;0
65;11.01.05.2004;Drien Jalo;5;1024;11;0
66;11.01.05.2005;Jambo Papeun;5;1024;11;0
67;11.01.05.2006;Buket Meuh;5;1024;11;0
68;11.01.05.2007;Blang Kuala;5;1024;11;0
69;11.01.05.2008;Rot Teungoh;5;1024;11;0
70;11.01.05.2009;Alue Baro;5;1024;11;0
71;11.01.05.2010;Ladang Tuha;5;1024;11;0
72;11.01.05.2011;Lhok Mamplam;5;1024;11;0
73;11.01.05.2012;Arun Tunggai;5;1024;11;0
74;11.01.05.2013;Blang Teungoh;5;1024;11;0
75;11.01.05.2014;Blang Bladeh;5;1024;11;0
76;11.01.05.2015;Ie Buboh;5;1024;11;0
77;11.01.05.2016;Keude Meukek;5;1024;11;0
78;11.01.05.2017;Kuta Baro;5;1024;11;0
79;11.01.05.2018;Tanjung Harapan;5;1024;11;38657
80;11.01.05.2019;Labuhan Tarok;5;1024;11;0
81;11.01.05.2020;Lhok Aman;5;1024;11;0
82;11.01.05.2021;Alue Meutuah;5;1024;11;0
83;11.01.05.2022;Ladang Baro;5;1024;11;0
84;11.01.05.2023;Labuhan Tarok II;5;1024;11;0
85;11.01.06.2001;Dalam;6;1024;11;0
86;11.01.06.2002;Subarang;6;1024;11;0
87;11.01.06.2003;Kuta Baru;6;1024;11;15560
88;11.01.06.2004;Gunung Ketek;6;1024;11;0
89;11.01.06.2005;Ladang Panton Luas;6;1024;11;0
90;11.01.06.2006;Madat;6;1024;11;0
91;11.01.06.2007;Alur Seumerah;6;1024;11;0
92;11.01.06.2008;Tengah;6;1024;11;36254
93;11.01.06.2009;Gunung Cut;6;1024;11;0
94;11.01.06.2010;Alur Pinang;6;1024;11;0
95;11.01.06.2011;Kuta Blang;6;1024;11;0
96;11.01.06.2012;Batee Tunggai;6;1024;11;0
97;11.01.06.2013;Ujung Tanah;6;1024;11;0
98;11.01.06.2014;Ujung Kampung;6;1024;11;0
99;11.01.06.2015;Jilatang;6;1024;11;0
100;11.01.06.2016;Luar;6;1024;11;0
101;11.01.06.2017;Lubuk Layu;6;1024;11;0
102;11.01.06.2018;Suaq Hulu;6;1024;11;0
103;11.01.06.2019;Tampang;6;1024;11;0
104;11.01.06.2020;Payonan Gadang;6;1024;11;0
105;11.01.06.2021;Gadang;6;1024;11;0
106;11.01.06.2022;Baru;6;1024;11;33512
107;11.01.06.2023;Ladang Kasik Putih;6;1024;11;0
108;11.01.06.2024;Air Sialang Hilir.;6;1024;11;0
109;11.01.06.2025;Air Sialang Hulu;6;1024;11;0
110;11.01.06.2026;Air Sialang Tengah;6;1024;11;0
111;11.01.06.2027;Balai;6;1024;11;37161
112;11.01.06.2028;Arafah;6;1024;11;0
113;11.01.07.2001;Sikulat;7;1024;11;0
114;11.01.07.2002;Sawang I;7;1024;11;0
115;11.01.07.2003;Meuligo;7;1024;11;0
116;11.01.07.2004;Lhok Pawoh;7;1024;11;0
117;11.01.07.2005;Sawang II;7;1024;11;0
118;11.01.07.2006;Ujung Karang;7;1024;11;38382
119;11.01.07.2007;Trieng Meuduro Baroh;7;1024;11;0
120;11.01.07.2008;Trieng Meuduro Tunong;7;1024;11;0
121;11.01.07.2009;Panton Luas;7;1024;11;0
122;11.01.07.2010;Simpang Tiga;7;1024;11;33366
123;11.01.07.2011;Kuta Baro;7;1024;11;0
124;11.01.07.2012;Blang Geulinggang;7;1024;11;0
125;11.01.07.2013;Mutiara;7;1024;11;96261
126;11.01.07.2014;Ujung Padang;7;1024;11;38714
127;11.01.07.2015;Sawang Ba'u;7;1024;11;0
128;11.01.08.2001;Lhok Keutapang;8;1024;11;0
129;11.01.08.2002;Hilir;8;1024;11;0
130;11.01.08.2003;Padang;8;1024;11;33516
131;11.01.08.2004;Hulu;8;1024;11;0
132;11.01.08.2005;Jambo Apha;8;1024;11;0
133;11.01.08.2006;Tepi Air;8;1024;11;0
134;11.01.08.2007;Pasar;8;1024;11;0
135;11.01.08.2008;Lhok Bengkuang;8;1024;11;0
136;11.01.08.2009;Panton Luas;8;1024;11;0
137;11.01.08.2010;Gunung Kerambil;8;1024;11;0
138;11.01.08.2011;Air Berudang;8;1024;11;0
139;11.01.08.2012;Batu Itam;8;1024;11;33414
140;11.01.08.2013;Panjupian;8;1024;11;0
141;11.01.08.2014;Lhok Rukam;8;1024;11;0
142;11.01.08.2015;Air Pinang;8;1024;11;0
143;11.01.08.2016;Lhok Bengkuang Timur;8;1024;11;0
144;11.01.09.2001;Keude Trumon;9;1024;11;0
145;11.01.09.2002;Ujong Tanoh;9;1024;11;0
146;11.01.09.2003;Sigleng;9;1024;11;0
147;11.01.09.2004;Ie Meudama;9;1024;11;0
148;11.01.09.2005;Tuepin Tinggi;9;1024;11;0
149;11.01.09.2006;Kuta Baro;9;1024;11;0
150;11.01.09.2007;Panton Bilie;9;1024;11;0
151;11.01.09.2012;Kuta Padang;9;1024;11;0
152;11.01.09.2013;Raket;9;1024;11;0
153;11.01.09.2014;Gampong Teungoh;9;1024;11;0
154;11.01.09.2015;Seuneubok  Jaya;9;1024;11;0
155;11.01.09.2016;Padang Harapan;9;1024;11;38225
156;11.01.10.2001;Ladang Teungoh;10;1024;11;0
157;11.01.10.2002;Pucok Krueng;10;1024;11;0
158;11.01.10.2003;Silolo;10;1024;11;0
159;11.01.10.2004;Kampung Baru;10;1024;11;81114
160;11.01.10.2005;Panton Bili;10;1024;11;0
161;11.01.10.2006;Paya Ateuk;10;1024;11;0
162;11.01.10.2007;Ladang Tuha;10;1024;11;0
163;11.01.10.2008;Mata Ie;10;1024;11;0
164;11.01.10.2009;Ujong Batee;10;1024;11;0
165;11.01.10.2010;Lhok Sialang Cut;10;1024;11;0
166;11.01.10.2011;Seuneubok;10;1024;11;0
167;11.01.10.2012;Ie Mirah;10;1024;11;0
168;11.01.10.2013;Pasie Rasian;10;1024;11;0
169;11.01.10.2014;Ujung Padang Rasian;10;1024;11;0
170;11.01.10.2015;Krueng Kalee;10;1024;11;0
171;11.01.10.2016;Lhok Sialang Rayeuk;10;1024;11;0
172;11.01.10.2017;Gampong Baro;10;1024;11;0
173;11.01.10.2018;Teupin Gajah;10;1024;11;0
174;11.01.10.2019;Ujung Padang Asahan;10;1024;11;0
175;11.01.10.2020;Pulo Ie II;10;1024;11;0
176;11.01.10.2021;Pante Raja;10;1024;11;0
177;11.01.11.2001;Tengah Peulumat;11;1024;11;0
178;11.01.11.2002;Paya Peulumat;11;1024;11;0
179;11.01.11.2003;Padang Peulumat;11;1024;11;0
180;11.01.11.2004;Aur Peulumat;11;1024;11;0
181;11.01.11.2005;Limau Saring;11;1024;11;0
182;11.01.11.2006;Beutong;11;1024;11;0
183;11.01.11.2007;Peuneulop;11;1024;11;0
184;11.01.11.2008;Gunung Rotan;11;1024;11;0
185;11.01.11.2009;Keumumu  Hilir;11;1024;11;0
186;11.01.11.2010;Keumumu Hulu;11;1024;11;0
187;11.01.11.2011;Keumumu Seberang;11;1024;11;0
188;11.01.11.2012;Sawang Indah;11;1024;11;0
189;11.01.12.2001;Tutong;12;1024;11;0
190;11.01.12.2002;Teungoh Iboh;12;1024;11;0
191;11.01.12.2003;Peulokan;12;1024;11;0
192;11.01.12.2004;Kuta Iboh;12;1024;11;0
193;11.01.12.2005;Ujung Padang;12;1024;11;38714
194;11.01.12.2006;Blang Baru;12;1024;11;0
195;11.01.12.2007;Blang Poroh;12;1024;11;0
196;11.01.12.2008;Pulo Ie;12;1024;11;0
197;11.01.12.2009;Suak Lokan;12;1024;11;0
198;11.01.12.2010;Iku Lhueng;12;1024;11;0
199;11.01.12.2011;Kuta Trieng;12;1024;11;0
200;11.01.12.2012;Pante Geulima;12;1024;11;0
201;11.01.12.2013;Panton Pawoh;12;1024;11;0
202;11.01.12.2014;Batee Meucanang;12;1024;11;0
203;11.01.12.2015;Panton Rubek;12;1024;11;0
204;11.01.13.2001;Koto;13;1024;11;0
205;11.01.13.2002;Alur Keujrun;13;1024;11;0
206;11.01.13.2003;Jambo Papan;13;1024;11;0
207;11.01.13.2004;Malaka;13;1024;11;0
208;11.01.13.2005;Koto Indarung;13;1024;11;0
209;11.01.13.2006;Siurai-Urai;13;1024;11;0
210;11.01.13.2007;Kampung Sawah;13;1024;11;0
211;11.01.13.2008;Kampung Padang;13;1024;11;0
212;11.01.13.2009;Pulo Air;13;1024;11;0
213;11.01.13.2010;Lawe Melang;13;1024;11;0
214;11.01.13.2011;Mersak;13;1024;11;0
215;11.01.13.2012;Simpang Dua;13;1024;11;0
216;11.01.13.2013;Simpang Tiga;13;1024;11;33366
217;11.01.14.2001;Paya Dapur;14;1024;11;0
218;11.01.14.2002;Sapik;14;1024;11;0
219;11.01.14.2003;Alai;14;1024;11;0
220;11.01.14.2004;Durian Kawan;14;1024;11;0
221;11.01.14.2005;Lawe Sawah;14;1024;11;0
222;11.01.14.2006;Lawe Buluh Didi;14;1024;11;0
223;11.01.14.2007;Pucuk Lembang;14;1024;11;0
224;11.01.14.2008;Paya Laba;14;1024;11;0
225;11.01.14.2009;Lawe Cimanok;14;1024;11;0
226;11.01.15.2001;Pasie Seubadeh;15;1024;11;0
227;11.01.15.2002;Ladang Rimba;15;1024;11;0
228;11.01.15.2003;Ujong Pulo Rayeuk;15;1024;11;0
229;11.01.15.2004;Sawah Tingkeum;15;1024;11;0
230;11.01.15.2005;Simpang;15;1024;11;38884
231;11.01.15.2006;Ujong Pulo Cut;15;1024;11;0
232;11.01.15.2008;Seuleukat;15;1024;11;0
233;11.01.16.2005;Pinto Rimba;16;1024;11;0
234;11.01.16.2006;Krueng Luas;16;1024;11;0
235;11.01.16.2007;Jambo Dalem;16;1024;11;0
236;11.01.16.2008;Kapa Sesak;16;1024;11;0
237;11.01.16.2009;Seuneubok Punto;16;1024;11;0
238;11.01.16.2010;Seuneubok Pusaka;16;1024;11;0
239;11.01.16.2011;Alur Bujok;16;1024;11;0
240;11.01.16.2012;Titi Poben;16;1024;11;0
241;11.01.17.2001;Buket Gadeng;17;1024;11;0
242;11.01.17.2002;Rambong;17;1024;11;0
243;11.01.17.2003;Seuneubok  Keuranji;17;1024;11;0
244;11.01.17.2004;Seuneubok  Alur Buloh;17;1024;11;0
245;11.01.17.2005;Ujong Tanoh;17;1024;11;0
246;11.01.17.2006;Ujong Gunong Cut;17;1024;11;0
247;11.01.17.2007;Ujong Gunung Rayeuk;17;1024;11;0
248;11.01.17.2008;Beutong;17;1024;11;0
249;11.01.17.2009;Jambo Keupok;17;1024;11;0
250;11.01.17.2010;Alurduamas;17;1024;11;0
251;11.01.18.2001;Ladang Rimba;18;1024;11;0
252;11.01.18.2002;Gunong Kapho;18;1024;11;0
253;11.01.18.2003;Kampong Teungoh;18;1024;11;0
254;11.01.18.2004;Krueng Batee;18;1024;11;0
255;11.01.18.2005;Pulo Paya;18;1024;11;0
256;11.01.18.2006;Jambo Papeun;18;1024;11;0
257;11.01.18.2007;Cot Bayu;18;1024;11;0
258;11.01.18.2008;Naca;18;1024;11;0
259;11.01.18.2009;Ie Jeureuneh;18;1024;11;0
260;11.01.18.2010;Lhok Raya;18;1024;11;0
261;11.02.01.2001;Engkeran;19;1025;11;0
262;11.02.01.2002;Rumah Kampung;19;1025;11;0
263;11.02.01.2004;Pasir Bangun;19;1025;11;0
264;11.02.01.2006;Kubu;19;1025;11;80611
265;11.02.01.2007;Lawe Kongker;19;1025;11;0
266;11.02.01.2008;Kuta Cingkam II;19;1025;11;0
267;11.02.01.2009;Muara Baru;19;1025;11;0
268;11.02.01.2011;Kuta Batu I;19;1025;11;0
269;11.02.01.2012;Kuta Cingkam I;19;1025;11;0
270;11.02.01.2013;Kuta Batu II;19;1025;11;0
271;11.02.01.2014;Lawe Sempilang;19;1025;11;0
272;11.02.01.2015;Prapat Batu Nunggul;19;1025;11;0
273;11.02.01.2016;Pulo Sepang;19;1025;11;0
274;11.02.01.2017;Rih Mbelang;19;1025;11;0
275;11.02.01.2018;Kute Batu Baru;19;1025;11;0
276;11.02.01.2019;Darul Amin;19;1025;11;0
277;11.02.01.2020;Lawe Lubang Indah;19;1025;11;0
278;11.02.01.2021;Batu Hamparan;19;1025;11;0
279;11.02.01.2022;Paye Munje;19;1025;11;0
280;11.02.01.2023;Pulo Ndapdap;19;1025;11;0
281;11.02.01.2024;Pasir Nunggul;19;1025;11;0
282;11.02.01.2025;Cingkham Mekhanggun;19;1025;11;0
283;11.02.01.2026;Pintu Khimbe;19;1025;11;0
284;11.02.01.2027;Lawe Kongker Hilir;19;1025;11;0
285;11.02.01.2028;Pulo Gadung;19;1025;11;13260
286;11.02.01.2029;Pasikh Pehkmate;19;1025;11;0
287;11.02.01.2030;Pasikh Nunang;19;1025;11;0
288;11.02.01.2031;Deleng Kukusen;19;1025;11;0
289;11.02.02.2001;Bukit Merdeka;20;1025;11;0
290;11.02.02.2002;Darul Aman;20;1025;11;0
291;11.02.02.2003;Lawe Kesumpat;20;1025;11;0
292;11.02.02.2004;Lawe Tua Gabungan;20;1025;11;0
293;11.02.02.2005;Lawe Sigala II;20;1025;11;0
294;11.02.02.2006;Lawe Sigala Timur;20;1025;11;0
295;11.02.02.2007;Lawe Sigala Barat;20;1025;11;0
296;11.02.02.2008;Suka Damai;20;1025;11;15710
297;11.02.02.2009;Kute Tengah;20;1025;11;0
298;11.02.02.2010;Tanah Baru;20;1025;11;0
299;11.02.02.2011;Kedataran  Gabungan;20;1025;11;0
300;11.02.02.2012;Gabungan  Parsaroan;20;1025;11;0
301;11.02.02.2013;Lawe Loning Gabungan;20;1025;11;0
302;11.02.02.2014;Lawe Loning Aman;20;1025;11;0
303;11.02.02.2015;Suka Maju;20;1025;11;38571
304;11.02.02.2016;Lawe Tua Makmur;20;1025;11;0
305;11.02.02.2017;Lawe Tua Persatuan;20;1025;11;0
306;11.02.02.2018;Lawe Serke;20;1025;11;0
307;11.02.02.2019;Lawe Rakat;20;1025;11;0
308;11.02.02.2020;Suka Jaya;20;1025;11;38553
309;11.02.02.2021;Enmiya Batu Dua Ratus;20;1025;11;0
310;11.02.02.2022;Sebungke;20;1025;11;0
311;11.02.02.2023;Bukit Sepakat;20;1025;11;0
312;11.02.02.2024;Lawe Loning Sepakat;20;1025;11;0
313;11.02.02.2025;Lawe Loning I;20;1025;11;0
314;11.02.02.2026;Gaya Jaya;20;1025;11;0
315;11.02.02.2027;Gelah Musara;20;1025;11;0
316;11.02.02.2028;Mulie Dame;20;1025;11;0
317;11.02.02.2029;Lawe Loning Hakhapen;20;1025;11;0
318;11.02.02.2030;Karya Indah;20;1025;11;96214
319;11.02.02.2031;Kayu Mbelin;20;1025;11;0
320;11.02.02.2032;Lawe Sigala Barat Jaya;20;1025;11;0
321;11.02.02.2033;Lawe Pekhidinen;20;1025;11;0
322;11.02.02.2034;Kertimbang;20;1025;11;0
323;11.02.02.2035;Ndauh Nitenggo;20;1025;11;0
324;11.02.03.2001;Bambel Gabungan;21;1025;11;0
325;11.02.03.2002;Kisam;21;1025;11;0
326;11.02.03.2005;Lawe Hijo;21;1025;11;0
327;11.02.03.2006;Pinding;21;1025;11;0
328;11.02.03.2009;Terutung Megara Asli;21;1025;11;0
329;11.02.03.2011;Biak Muli;21;1025;11;0
330;11.02.03.2012;Kute Lang-Lang;21;1025;11;0
331;11.02.03.2013;Pedesi;21;1025;11;0
332;11.02.03.2014;Terutung Payung Hulu;21;1025;11;0
333;11.02.03.2015;Terutung Payung Hilir;21;1025;11;0
334;11.02.03.2016;Tualang Sembilar;21;1025;11;0
335;11.02.03.2017;Kuning I;21;1025;11;0
336;11.02.03.2018;Kuning II;21;1025;11;0
337;11.02.03.2019;Cinta Damai;21;1025;11;36554
338;11.02.03.2020;Likat;21;1025;11;0
339;11.02.03.2021;Rikit;21;1025;11;0
340;11.02.03.2023;Bambel;21;1025;11;0
341;11.02.03.2025;Lawe Kihing;21;1025;11;0
342;11.02.03.2026;Terutung Seperai;21;1025;11;0
343;11.02.03.2027;Kute Seri;21;1025;11;0
344;11.02.03.2028;Kuta Antara;21;1025;11;0
345;11.02.03.2029;Pulo Perengge;21;1025;11;0
346;11.02.03.2031;Pulo Kendondong;21;1025;11;0
347;11.02.03.2033;Pancakh Iman;21;1025;11;0
348;11.02.03.2034;Biak Muli Baru;21;1025;11;0
349;11.02.03.2035;Biak Muli Pantai Raja;21;1025;11;0
350;11.02.03.2036;Biak Muli Sejahtera;21;1025;11;0
351;11.02.03.2037;Lembah Haji;21;1025;11;0
352;11.02.03.2038;Terutung PayungGabungan;21;1025;11;0
353;11.02.03.2039;Lawe Hijo Metuah;21;1025;11;0
354;11.02.03.2040;Ampera;21;1025;11;0
355;11.02.03.2041;Tembilakh Mbakhu;21;1025;11;0
356;11.02.03.2042;Kute Lang-Lang Bakhu;21;1025;11;0
357;11.02.04.2001;Kota Kutacane;22;1025;11;0
358;11.02.04.2002;Perapat Hilir;22;1025;11;0
359;11.02.04.2003;Perapat Hulu;22;1025;11;0
360;11.02.04.2004;Muara Lawe Bulan;22;1025;11;0
361;11.02.04.2005;Mbarung;22;1025;11;0
362;11.02.04.2006;Batu Mbulan Asli;22;1025;11;0
363;11.02.04.2007;Batu Mbulan I;22;1025;11;0
364;11.02.04.2008;Batu Mbulan II;22;1025;11;0
365;11.02.04.2009;Kampung Raja;22;1025;11;0
366;11.02.04.2010;Pulonas;22;1025;11;0
367;11.02.04.2011;Kampung Melayu Gabungan;22;1025;11;0
368;11.02.04.2012;Terutung Pedi;22;1025;11;0
369;11.02.04.2013;Kute Rih;22;1025;11;0
370;11.02.04.2014;Gumpang Jaya;22;1025;11;0
371;11.02.04.2015;Pulo Latong;22;1025;11;0
372;11.02.04.2016;Kutacane Lama;22;1025;11;0
373;11.02.04.2017;Batu Mbulan Mbaru;22;1025;11;0
374;11.02.04.2018;Pulo Peding;22;1025;11;0
375;11.02.04.2019;Mendabe;22;1025;11;0
376;11.02.04.2020;Ujung Barat;22;1025;11;0
377;11.02.04.2021;Pekhapat Titi Panjang;22;1025;11;0
378;11.02.04.2022;Pekhapat Sepakat;22;1025;11;0
379;11.02.04.2023;Alas Marantcar;22;1025;11;0
380;11.02.04.2024;Batu Mbulan Sepakat;22;1025;11;0
381;11.02.04.2025;Pulo Sanggakh;22;1025;11;0
382;11.02.04.2026;Melayu I;22;1025;11;0
383;11.02.04.2027;Mbarung Datuk Saudane;22;1025;11;0
384;11.02.05.2005;Salang Alas;23;1025;11;0
385;11.02.05.2009;Kuta Pasir;23;1025;11;0
386;11.02.05.2011;Purwodadi;23;1025;11;38612
387;11.02.05.2012;Kuta Tinggi;23;1025;11;0
388;11.02.05.2013;Kampung Baru;23;1025;11;81114
389;11.02.05.2014;Peranginan;23;1025;11;0
390;11.02.05.2015;Natam;23;1025;11;0
391;11.02.05.2025;Kumbang Jaya;23;1025;11;0
392;11.02.05.2026;Kumbang Indah;23;1025;11;0
393;11.02.05.2027;Natam Baru;23;1025;11;0
394;11.02.05.2029;Deleng Megakhe;23;1025;11;0
395;11.02.05.2030;Lawe Bekung;23;1025;11;0
396;11.02.05.2031;Lawe Bekung Tampahan;23;1025;11;0
397;11.02.05.2032;Badar Indah;23;1025;11;0
398;11.02.05.2033;Batu Mbekhong;23;1025;11;0
399;11.02.05.2034;Tanah Merah;23;1025;11;15520
400;11.02.05.2035;Tanoh Megakhe;23;1025;11;0
401;11.02.05.2036;Lawe Sekerah;23;1025;11;0
402;11.02.06.2001;Pardomuan  II;24;1025;11;0
403;11.02.06.2002;Lawe Desky I;24;1025;11;0
404;11.02.06.2003;Lawe Desky Sabas;24;1025;11;0
405;11.02.06.2004;Pardomuan  I;24;1025;11;0
406;11.02.06.2005;Cinta Damai;24;1025;11;36554
407;11.02.06.2006;Pardamean;24;1025;11;0
408;11.02.06.2007;Lawe Desky Tongah;24;1025;11;0
409;11.02.06.2008;Kute Bakti;24;1025;11;0
410;11.02.06.2010;Muara Situlen;24;1025;11;0
411;11.02.06.2011;Sejahtera;24;1025;11;96582
412;11.02.06.2012;Kute Makmur;24;1025;11;0
413;11.02.06.2013;Pardamean;24;1025;11;0
414;11.02.06.2014;Lawe Mantik;24;1025;11;0
415;11.02.06.2015;Cinta Makmur;24;1025;11;38961
416;11.02.06.2016;Muara Setia;24;1025;11;0
417;11.02.06.2017;Tanoh Alas;24;1025;11;0
418;11.02.06.2018;Sejahtera Baru;24;1025;11;0
419;11.02.06.2024;Lawe Tawakh;24;1025;11;0
420;11.02.06.2025;Sabilussalam;24;1025;11;0
421;11.02.06.2026;Lawe Desky Jaya;24;1025;11;0
422;11.02.06.2027;Pintu Alas;24;1025;11;0
423;11.02.07.2001;Gulo;25;1025;11;0
424;11.02.07.2002;Pulo Piku;25;1025;11;0
425;11.02.07.2003;Terutung Kute;25;1025;11;0
426;11.02.07.2004;Kute Ujung;25;1025;11;0
427;11.02.07.2005;Lawe Stul;25;1025;11;0
428;11.02.07.2006;Kite Merangun;25;1025;11;0
429;11.02.07.2007;Mamas;25;1025;11;0
430;11.02.07.2008;Tanjung Lama;25;1025;11;0
431;11.02.07.2009;Tanjung Muda;25;1025;11;0
432;11.02.07.2010;Rambung Teldak;25;1025;11;0
433;11.02.07.2011;Tanjung Aman;25;1025;11;0
434;11.02.07.2012;Sri Muda;25;1025;11;0
435;11.02.07.2013;Ujung Baru;25;1025;11;0
436;11.02.07.2014;Kute Rambe;25;1025;11;0
437;11.02.07.2015;Mamas Baru;25;1025;11;0
438;11.02.07.2016;Rambung Jaya;25;1025;11;0
439;11.02.07.2017;Makmur Jaya;25;1025;11;38764
440;11.02.07.2018;Darul Makmur;25;1025;11;0
441;11.02.07.2019;Tanjung Bakhu;25;1025;11;0
442;11.02.07.2020;Pulo Gabung;25;1025;11;0
443;11.02.07.2021;Kokhtan Jaya;25;1025;11;0
444;11.02.07.2022;Istiqamah;25;1025;11;0
445;11.02.07.2023;Lawe Mamas Indah;25;1025;11;0
446;11.02.07.2024;Tanjung Leuser;25;1025;11;0
447;11.02.07.2025;Simpang IV Tanjung;25;1025;11;0
448;11.02.07.2026;Lawe Pinis;25;1025;11;0
449;11.02.07.2027;Buntul Kendawi;25;1025;11;0
450;11.02.07.2028;Kuning Abadi;25;1025;11;0
451;11.02.08.2001;Pasir Gala;26;1025;11;0
452;11.02.08.2002;Pasir Penjengakan;26;1025;11;0
453;11.02.08.2003;Kutambaru;26;1025;11;0
454;11.02.08.2004;Lawe Sagu Hulu;26;1025;11;0
455;11.02.08.2005;Lawe Sagu Hilir;26;1025;11;0
456;11.02.08.2006;Kute Bantil;26;1025;11;0
457;11.02.08.2011;Lawe Kolok;26;1025;11;0
458;11.02.08.2012;Lawe Rutung;26;1025;11;0
459;11.02.08.2013;Kampung Nangka;26;1025;11;0
460;11.02.08.2014;Tenembak  Juhar;26;1025;11;0
461;11.02.08.2015;Simpang Empat;26;1025;11;37172
462;11.02.08.2016;Kuta Buluh Botong;26;1025;11;0
463;11.02.08.2017;Katambaru  Becawan;26;1025;11;0
464;11.02.08.2018;Lawe Kinge;26;1025;11;0
465;11.02.08.2019;Kandang Mbelang Mandiri;26;1025;11;0
466;11.02.08.2020;Mbacang Racun;26;1025;11;0
467;11.02.08.2021;Telaga Mekar;26;1025;11;0
468;11.02.08.2023;Pulonas Baru;26;1025;11;0
469;11.02.08.2025;Kuta Genting;26;1025;11;0
470;11.02.08.2026;Lawe Sagu Baru;26;1025;11;0
471;11.02.08.2027;Lawe Sagu;26;1025;11;0
472;11.02.08.2028;Pekhapet Timur;26;1025;11;0
473;11.02.08.2029;Bahagia;26;1025;11;0
474;11.02.08.2030;Kute Galuh Asli;26;1025;11;0
475;11.02.09.2001;Kute Lengat Pangan;27;1025;11;0
476;11.02.09.2002;Kute Lengat Selian;27;1025;11;0
477;11.02.09.2003;Tualang Baru;27;1025;11;0
478;11.02.09.2004;Alur Buluh;27;1025;11;0
479;11.02.09.2005;Maha Singkil;27;1025;11;0
480;11.02.09.2006;Tenembak  Bintang;27;1025;11;0
481;11.02.09.2007;Kute Lingga;27;1025;11;0
482;11.02.09.2008;Rikit Bur;27;1025;11;0
483;11.02.09.2010;Kerukunan;27;1025;11;0
