id;subdistrict_code;keterangan;district_id;city_id;province_id;postcode
5003;11.13.02.2011;Rema;206;1036;11;0
5004;11.13.02.2014;Rema Baru;206;1036;11;0
5005;11.13.02.2015;Cike;206;1036;11;0
5006;11.13.02.2016;Kerukunan  Kuta Panjang;206;1036;11;0
5007;11.13.02.2020;Tampeng Musara;206;1036;11;0
5008;11.13.02.2021;Kong Paluh;206;1036;11;0
5009;11.13.03.2001;Ampa Kolak;207;1036;11;0
5010;11.13.03.2002;Cane Toa;207;1036;11;0
5011;11.13.03.2003;Padang Pasir;207;1036;11;0
5012;11.13.03.2005;Pinang Rugub;207;1036;11;0
5013;11.13.03.2006;Kuning;207;1036;11;0
5014;11.13.03.2008;Mangang;207;1036;11;0
5015;11.13.03.2011;Rempelam;207;1036;11;0
5016;11.13.03.2012;Cane Uken;207;1036;11;0
5017;11.13.03.2013;Tungel;207;1036;11;0
5018;11.13.03.2014;Kota Rikit Gaib;207;1036;11;0
5019;11.13.03.2016;Lukup Baru;207;1036;11;0
5020;11.13.03.2017;Penomon Jaya;207;1036;11;0
5021;11.13.03.2018;Tungel Baru;207;1036;11;0
5022;11.13.04.2001;Jabo;208;1036;11;0
5023;11.13.04.2002;Kutesange;208;1036;11;0
5024;11.13.04.2003;Padang;208;1036;11;33516
5025;11.13.04.2006;Rumpi;208;1036;11;0
5026;11.13.04.2007;Bukut;208;1036;11;0
5027;11.13.04.2008;Terangun;208;1036;11;0
5028;11.13.04.2010;Rempelam  Pinang;208;1036;11;0
5029;11.13.04.2011;Soyo;208;1036;11;0
5030;11.13.04.2012;Terlis;208;1036;11;0
5031;11.13.04.2013;Kutereje;208;1036;11;0
5032;11.13.04.2014;Persada Tongra;208;1036;11;0
5033;11.13.04.2015;Berhut;208;1036;11;0
5034;11.13.04.2016;Gewat;208;1036;11;0
5035;11.13.04.2017;Pantan Lues;208;1036;11;0
5036;11.13.04.2018;Makmur Jaya;208;1036;11;38764
5037;11.13.04.2020;Blang Kuncir;208;1036;11;0
5038;11.13.04.2023;Reje Pudung;208;1036;11;0
5039;11.13.04.2024;Garut;208;1036;11;42178
5040;11.13.04.2025;Telege Jernih;208;1036;11;0
5041;11.13.04.2026;Rime Raya;208;1036;11;0
5042;11.13.04.2027;Lestari;208;1036;11;0
5043;11.13.04.2028;Gawar Belangi;208;1036;11;0
5044;11.13.04.2029;Blang Kala;208;1036;11;0
5045;11.13.05.2001;Pining;209;1036;11;0
5046;11.13.05.2002;Pertik;209;1036;11;0
5047;11.13.05.2003;Ekan;209;1036;11;0
5048;11.13.05.2004;Uring;209;1036;11;0
5049;11.13.05.2005;Gajah;209;1036;11;0
5050;11.13.05.2006;Pintu Rime;209;1036;11;0
5051;11.13.05.2007;Pepelah;209;1036;11;0
5052;11.13.05.2008;Pasir Putih;209;1036;11;33783
5053;11.13.05.2009;Lesten;209;1036;11;0
5054;11.13.06.2001;Gantung Geluni;210;1036;11;0
5055;11.13.06.2002;Kutebukit;210;1036;11;0
5056;11.13.06.2003;Bener Baru;210;1036;11;0
5057;11.13.06.2004;Blang Bengkik;210;1036;11;0
5058;11.13.06.2005;Kong;210;1036;11;0
5059;11.13.06.2006;Ume Lah;210;1036;11;0
5060;11.13.06.2007;Cinta Maju;210;1036;11;0
5061;11.13.06.2008;Porang Ayu;210;1036;11;0
5062;11.13.06.2009;Tetingi;210;1036;11;0
5063;11.13.06.2010;Anak Reje;210;1036;11;0
5064;11.13.06.2011;Rak Lintang;210;1036;11;0
5065;11.13.06.2012;Akang Siwah;210;1036;11;0
5066;11.13.07.2001;Gumpang;211;1036;11;0
5067;11.13.07.2002;Marpunge Gabungan;211;1036;11;0
5068;11.13.07.2003;Ramung Musara;211;1036;11;0
5069;11.13.07.2004;Meloak Sepakat;211;1036;11;0
5070;11.13.07.2005;Kutelengat Sepakat;211;1036;11;0
5071;11.13.07.2006;Singah Mulo;211;1036;11;0
5072;11.13.07.2007;Uning Pune;211;1036;11;0
5073;11.13.07.2008;Gumpang Lempuh;211;1036;11;0
5074;11.13.07.2009;Putri Betung;211;1036;11;0
5075;11.13.08.2001;Pangur;212;1036;11;0
5076;11.13.08.2002;Badak;212;1036;11;0
5077;11.13.08.2003;Kendawi;212;1036;11;0
5078;11.13.08.2004;Sangir;212;1036;11;37163
5079;11.13.08.2005;Panglima Linting;212;1036;11;0
5080;11.13.08.2006;Blangtemung;212;1036;11;0
5081;11.13.08.2007;Rerebe;212;1036;11;0
5082;11.13.08.2008;Uning Gelung;212;1036;11;0
5083;11.13.08.2009;Uning Sepakat;212;1036;11;0
5084;11.13.09.2001;Penosan;213;1036;11;0
5085;11.13.09.2002;Sekuelen;213;1036;11;0
5086;11.13.09.2003;Akul;213;1036;11;0
5087;11.13.09.2004;Gegarang;213;1036;11;0
5088;11.13.09.2005;Peparik Gaib;213;1036;11;0
5089;11.13.09.2006;Penosan Sepakat;213;1036;11;0
5090;11.13.09.2007;Tingkem;213;1036;11;0
5091;11.13.09.2008;Ketukah;213;1036;11;0
5092;11.13.09.2009;Peparik Dekat;213;1036;11;0
5093;11.13.09.2010;Blang Jerango;213;1036;11;0
5094;11.13.10.2001;Perlak;214;1036;11;0
5095;11.13.10.2002;Rerebe;214;1036;11;0
5096;11.13.10.2003;Pasir;214;1036;11;15550
5097;11.13.10.2004;Setul;214;1036;11;0
5098;11.13.10.2005;UPT. Paya Kumer;214;1036;11;0
5099;11.13.10.2006;UPT. Pantan Kela;214;1036;11;0
5100;11.13.10.2007;Buntul Musara;214;1036;11;0
5101;11.13.10.2008;Kuala Jernih;214;1036;11;0
5102;11.13.10.2009;Uyem Beriring;214;1036;11;0
5103;11.13.10.2010;Pulo Gelime;214;1036;11;0
5104;11.13.11.2001;Seneren;215;1036;11;0
5105;11.13.11.2002;Remukut;215;1036;11;0
5106;11.13.11.2003;Kenyaran;215;1036;11;0
5107;11.13.11.2004;Tetingi;215;1036;11;0
5108;11.13.11.2005;Atu Kapur;215;1036;11;0
5109;11.13.11.2006;Suri Musara;215;1036;11;0
5110;11.13.11.2007;UPT. Aih Selah;215;1036;11;0
5111;11.13.11.2008;Cane Baru;215;1036;11;0
5112;11.13.11.2009;Kuning Kurnia;215;1036;11;0
5113;11.14.01.2001;Keude Teunom;216;1037;11;0
5114;11.14.01.2002;Alue Ambang;216;1037;11;0
5115;11.14.01.2003;Padang Kleng;216;1037;11;0
5116;11.14.01.2004;Panton;216;1037;11;0
5117;11.14.01.2005;Pasi Tulak Bala;216;1037;11;0
5118;11.14.01.2006;Gampong Baro;216;1037;11;0
5119;11.14.01.2007;Rambong Payong;216;1037;11;0
5120;11.14.01.2008;Pasi Pawang;216;1037;11;0
5121;11.14.01.2009;Blang Baro;216;1037;11;0
5122;11.14.01.2010;Tanoh Anoe;216;1037;11;0
5123;11.14.01.2011;Tanoh Manyang;216;1037;11;0
5124;11.14.01.2012;Batee Roo;216;1037;11;0
5125;11.14.01.2013;Seuneubok Padang;216;1037;11;0
5126;11.14.01.2014;Seumira;216;1037;11;0
5127;11.14.01.2015;Kubu;216;1037;11;80611
5128;11.14.01.2016;Alue Meuraksa;216;1037;11;0
5129;11.14.01.2017;Paya Baro;216;1037;11;0
5130;11.14.01.2018;Teupin Ara;216;1037;11;0
5131;11.14.01.2019;Cot Trap;216;1037;11;0
5132;11.14.01.2020;Leung Gayo;216;1037;11;0
5133;11.14.01.2021;Pasi Geulima;216;1037;11;0
5134;11.14.01.2022;Pasi Timon;216;1037;11;0
5135;11.14.02.2001;Bahagia;217;1037;11;0
5136;11.14.02.2002;Sentosa;217;1037;11;0
5137;11.14.02.2003;Dayah Baro;217;1037;11;0
5138;11.14.02.2004;Gampong Blang;217;1037;11;0
5139;11.14.02.2005;Keutapang;217;1037;11;0
5140;11.14.02.2006;Panton Makmur;217;1037;11;0
5141;11.14.02.2007;Keude Krueng Sabee;217;1037;11;0
5142;11.14.02.2008;Kabong;217;1037;11;0
5143;11.14.02.2009;Padang Datar;217;1037;11;0
5144;11.14.02.2010;Datar Luas;217;1037;11;0
5145;11.14.02.2011;Ranto Panyang;217;1037;11;0
5146;11.14.02.2012;Buntha;217;1037;11;0
5147;11.14.02.2013;Panggong;217;1037;11;0
5148;11.14.02.2014;Curek;217;1037;11;0
5149;11.14.02.2015;Alue Tho;217;1037;11;0
5150;11.14.02.2016;Mon Mata;217;1037;11;0
5151;11.14.02.2017;Paya Seumantok;217;1037;11;0
5152;11.14.03.2001;Sawang;218;1037;11;0
5153;11.14.03.2002;Lhok Geulumpang;218;1037;11;0
5154;11.14.03.2003;Padang;218;1037;11;33516
5155;11.14.03.2004;Gunong Meunasah;218;1037;11;0
5156;11.14.03.2005;Sapek;218;1037;11;0
5157;11.14.03.2006;Pante Kuyun;218;1037;11;0
5158;11.14.03.2007;Glee Seubak;218;1037;11;0
5159;11.14.03.2008;Gampong Baroh;218;1037;11;0
5160;11.14.03.2009;Lhok Timon;218;1037;11;0
5161;11.14.03.2010;Gampong Baro;218;1037;11;0
5162;11.14.03.2011;Lhok Buya;218;1037;11;0
5163;11.14.03.2012;Lhok Bot;218;1037;11;0
5164;11.14.03.2013;Paya Laot;218;1037;11;0
5165;11.14.04.2001;Lhok Kruet;219;1037;11;0
5166;11.14.04.2002;Pulo Raya;219;1037;11;0
5167;11.14.04.2003;Meunasah Kulam;219;1037;11;0
5168;11.14.04.2004;Crak Mong;219;1037;11;0
5169;11.14.04.2005;Alue Gro;219;1037;11;0
5170;11.14.04.2006;Kuala Ligan;219;1037;11;0
5171;11.14.04.2007;Babah Nipah;219;1037;11;0
5172;11.14.04.2008;Jeumpheuk;219;1037;11;0
5173;11.14.04.2009;Cot Langsat;219;1037;11;0
5174;11.14.04.2010;Mata IE;219;1037;11;0
5175;11.14.04.2011;Blang Monlung;219;1037;11;0
5176;11.14.04.2012;Krueng No;219;1037;11;0
5177;11.14.04.2013;Seumantok;219;1037;11;0
5178;11.14.04.2014;Ranto Sabon;219;1037;11;0
5179;11.14.04.2015;Ligan;219;1037;11;0
5180;11.14.04.2016;Ie Jeureungeh;219;1037;11;0
5181;11.14.04.2020;Kuala Bakong;219;1037;11;0
5182;11.14.04.2036;Cot Punti;219;1037;11;0
5183;11.14.04.2037;Krueng Ayon;219;1037;11;0
5184;11.14.05.2011;Pante Cermin;220;1037;11;0
5185;11.14.05.2012;Sabet;220;1037;11;0
5186;11.14.05.2013;Sango;220;1037;11;0
5187;11.14.05.2014;Mareu;220;1037;11;0
5188;11.14.05.2015;Lam Asan;220;1037;11;0
5189;11.14.05.2016;Alue Rayeuk;220;1037;11;0
5190;11.14.05.2017;Sapek;220;1037;11;0
5191;11.14.05.2018;Lambaroh;220;1037;11;0
5192;11.14.05.2019;Meudheun;220;1037;11;0
5193;11.14.05.2020;Babah Ie;220;1037;11;0
5194;11.14.05.2021;Ujong Sedheun;220;1037;11;0
5195;11.14.05.2022;Krueng Tunong;220;1037;11;0
5196;11.14.05.2023;Jambo Masi;220;1037;11;0
5197;11.14.05.2024;Lam Tui;220;1037;11;0
5198;11.14.05.2025;Pasar Lamno;220;1037;11;0
5199;11.14.05.2026;Meunasah Weh;220;1037;11;0
5200;11.14.05.2027;Bak Paoh;220;1037;11;0
5201;11.14.05.2028;Babah Krueng;220;1037;11;0
5202;11.14.05.2029;Cot Dulang;220;1037;11;0
5203;11.14.05.2030;Lam Durian;220;1037;11;0
5204;11.14.05.2031;Putue;220;1037;11;0
5205;11.14.05.2032;Gle Putoh;220;1037;11;0
5206;11.14.05.2033;Pante Keutapang;220;1037;11;0
5207;11.14.05.2034;Lam Me;220;1037;11;0
5208;11.14.05.2035;Meunasah Serba;220;1037;11;0
5209;11.14.05.2036;Leupe;220;1037;11;0
5210;11.14.05.2037;Meutara;220;1037;11;0
5211;11.14.05.2038;Lhuet;220;1037;11;0
5212;11.14.05.2039;Gle Jong;220;1037;11;0
5213;11.14.05.2040;Darat;220;1037;11;0
5214;11.14.05.2041;Gampong Baro;220;1037;11;0
5215;11.14.05.2042;Panton Makmur;220;1037;11;0
5216;11.14.05.2043;Rumpet;220;1037;11;0
5217;11.14.05.2044;Nusa;220;1037;11;0
5218;11.14.06.2001;Keude Panga;221;1037;11;0
5219;11.14.06.2002;Kuta Tuha;221;1037;11;0
5220;11.14.06.2003;Tuwi Kareung;221;1037;11;0
5221;11.14.06.2004;Ladang Baro;221;1037;11;0
5222;11.14.06.2005;Panton Krueng;221;1037;11;0
5223;11.14.06.2006;Gle Putoh;221;1037;11;0
5224;11.14.06.2007;Alue Pande;221;1037;11;0
5225;11.14.06.2008;Batee Meutudong;221;1037;11;0
5226;11.14.06.2009;Gampong Harapan;221;1037;11;0
5227;11.14.06.2010;Gunong Buloh;221;1037;11;0
5228;11.14.06.2011;Gunong Meulinteung;221;1037;11;0
5229;11.14.06.2013;Alue Abed;221;1037;11;0
5230;11.14.06.2014;Gunong Mantok;221;1037;11;0
5231;11.14.06.2015;Alue Raya;221;1037;11;0
5232;11.14.06.2016;Alue Teungoh;221;1037;11;0
5233;11.14.06.2017;Babah Ceupan;221;1037;11;0
5234;11.14.06.2018;Tuwi Eumpeuk;221;1037;11;0
5235;11.14.06.2019;Panton Kabu;221;1037;11;0
5236;11.14.06.2020;Tuwi Kayee;221;1037;11;0
5237;11.14.06.2021;Alue Piet;221;1037;11;0
5238;11.14.07.2001;Ujong Muloh;222;1037;11;0
5239;11.14.07.2002;Janguet;222;1037;11;0
5240;11.14.07.2003;Meunasah  Rayeuk;222;1037;11;0
5241;11.14.07.2004;Mukhan;222;1037;11;0
5242;11.14.07.2005;Meunasah  Teungoh;222;1037;11;0
5243;11.14.07.2006;Meunasah  Tutong;222;1037;11;0
5244;11.14.07.2007;Babah Dua;222;1037;11;0
5245;11.14.07.2008;Alue Mie;222;1037;11;0
5246;11.14.07.2009;Teumareum;222;1037;11;0
5247;11.14.07.2010;Kuala;222;1037;11;0
5248;11.14.07.2011;Meudhang  Ghon;222;1037;11;0
5249;11.14.07.2012;Kareung Ateuh;222;1037;11;0
5250;11.14.07.2013;Keude Unga;222;1037;11;0
5251;11.14.07.2014;Ceunamprong;222;1037;11;0
5252;11.14.08.2001;Patek;223;1037;11;0
5253;11.14.08.2002;Gampong Baro Patek;223;1037;11;0
5254;11.14.08.2003;Blang Dalam;223;1037;11;0
5255;11.14.08.2004;Pajar;223;1037;11;0
5256;11.14.08.2005;Reuntang;223;1037;11;0
5257;11.14.08.2006;Cot Pange;223;1037;11;0
5258;11.14.08.2007;Arongan;223;1037;11;0
5259;11.14.08.2008;Paya Santeut;223;1037;11;0
5260;11.14.08.2009;Krueng Tho;223;1037;11;0
5261;11.14.08.2010;Panton Krueng;223;1037;11;0
5262;11.14.08.2011;Alue Gajah;223;1037;11;0
5263;11.14.08.2012;Sayeung;223;1037;11;0
5264;11.14.08.2013;Gunong Cut;223;1037;11;0
5265;11.14.08.2014;Ujong Rimba;223;1037;11;0
5266;11.14.08.2015;Lamteungoh;223;1037;11;0
5267;11.14.08.2016;Gampong Baro Lamteungoh;223;1037;11;0
5268;11.14.08.2017;Babah Dua;223;1037;11;0
5269;11.14.08.2018;Masen;223;1037;11;0
5270;11.14.08.2019;Teupin Asan;223;1037;11;0
5271;11.14.09.2001;Pulo Tinggi;224;1037;11;0
5272;11.14.09.2002;Alue Krueng;224;1037;11;0
5273;11.14.09.2003;Pasi Teubee;224;1037;11;0
5274;11.14.09.2004;Timpleung;224;1037;11;0
5275;11.14.09.2005;Krueng Beukah;224;1037;11;0
5276;11.14.09.2006;Tuwi Kareung;224;1037;11;0
5277;11.14.09.2007;Lhok Guci;224;1037;11;0
5278;11.14.09.2008;Tuwi Peuriya;224;1037;11;0
5279;11.14.09.2009;Sarah Raya;224;1037;11;0
5280;11.14.09.2010;Alue Jang;224;1037;11;0
5281;11.14.09.2011;Ceuraceu;224;1037;11;0
5282;11.14.09.2012;Alue Punti;224;1037;11;0
5283;11.14.09.2013;Bintah;224;1037;11;0
5284;11.14.09.2014;Buket Keumuneng;224;1037;11;0
5285;11.15.01.2003;Lawa Batu;225;1038;11;0
5286;11.15.01.2004;Jogja;225;1038;11;0
5287;11.15.01.2019;Ujong Sikuneng;225;1038;11;0
5288;11.15.01.2020;Blang Muko;225;1038;11;0
5289;11.15.01.2021;Pulo Ie;225;1038;11;0
5290;11.15.01.2022;Purworejo;225;1038;11;0
5291;11.15.01.2023;Blang Baro;225;1038;11;0
5292;11.15.01.2024;Alue Ie Mameh;225;1038;11;0
5293;11.15.01.2025;Ujong Pasi;225;1038;11;0
5294;11.15.01.2026;Simpang Peut;225;1038;11;0
5295;11.15.01.2027;Blang Teungoh;225;1038;11;0
5296;11.15.01.2028;Ujong Padang;225;1038;11;0
5297;11.15.01.2029;Cot Kumbang;225;1038;11;0
5298;11.15.01.2030;Blang Bintang;225;1038;11;0
5299;11.15.01.2031;Ujong Patihah;225;1038;11;0
5300;11.15.01.2032;Kuta Makmue;225;1038;11;0
5301;11.15.01.2033;Gunong Reubo;225;1038;11;0
5302;11.15.02.2001;Jeuram;226;1038;11;0
5303;11.15.02.2002;Pante Ceureumen;226;1038;11;0
5304;11.15.02.2003;Kuta Baro Jeuram;226;1038;11;0
5305;11.15.02.2004;Parom;226;1038;11;0
5306;11.15.02.2005;Peureulak;226;1038;11;0
5307;11.15.02.2006;Kuta Sayeh;226;1038;11;0
5308;11.15.02.2007;Blang Baro;226;1038;11;0
5309;11.15.02.2008;Padang;226;1038;11;33516
5310;11.15.02.2009;Alue Tho;226;1038;11;0
5311;11.15.02.2010;Lhok Parom;226;1038;11;0
5312;11.15.02.2011;Sapek;226;1038;11;0
5313;11.15.02.2012;Alue Dodok;226;1038;11;0
5314;11.15.02.2013;Cot Kumbang;226;1038;11;0
5315;11.15.02.2014;Kuta Kumbang;226;1038;11;0
5316;11.15.02.2015;Nigan;226;1038;11;0
5317;11.15.02.2016;Gampong Cot;226;1038;11;0
5318;11.15.02.2017;Blang Pateuk;226;1038;11;0
5319;11.15.02.2018;Blang Puuk Nigan;226;1038;11;0
5320;11.15.02.2019;Krueng Ceh;226;1038;11;0
5321;11.15.02.2020;Bantan;226;1038;11;33452
5322;11.15.02.2021;Cot Lhe-Lhe;226;1038;11;0
5323;11.15.02.2022;Rambong Rayeuk;226;1038;11;0
5324;11.15.02.2023;Paya Udeung;226;1038;11;0
5325;11.15.02.2024;Alue Buloh;226;1038;11;0
5326;11.15.02.2025;Kuta Paya;226;1038;11;0
5327;11.15.02.2026;Krueng Ceuko;226;1038;11;0
5328;11.15.02.2027;Lhok Padang;226;1038;11;0
5329;11.15.02.2028;Kuta Aceh;226;1038;11;0
5330;11.15.02.2029;Krueng Mangkom;226;1038;11;0
5331;11.15.02.2030;Latong;226;1038;11;0
5332;11.15.02.2031;Paya Undan;226;1038;11;0
5333;11.15.02.2032;Blang Puuk Kulu;226;1038;11;0
5334;11.15.02.2033;Blang Murong;226;1038;11;0
5335;11.15.02.2034;Kulu;226;1038;11;0
5336;11.15.02.2035;Rambong Cut;226;1038;11;0
5337;11.15.03.2001;Blang Panyang;227;1038;11;0
5338;11.15.03.2002;Meugat Meh;227;1038;11;0
5339;11.15.03.2003;Lhok Pange;227;1038;11;0
5340;11.15.03.2004;Blang Lango;227;1038;11;0
5341;11.15.03.2005;Tuwi Meuleusong;227;1038;11;0
5342;11.15.03.2006;Blang Geudong;227;1038;11;0
5343;11.15.03.2007;Blang Teungku;227;1038;11;0
5344;11.15.03.2008;Sawang Mane;227;1038;11;0
5345;11.15.03.2009;Keude Neulop;227;1038;11;0
5346;11.15.03.2010;Kila;227;1038;11;0
5347;11.15.03.2011;Kandeh;227;1038;11;0
5348;11.15.03.2012;Cot Gud;227;1038;11;0
5349;11.15.03.2013;Kabu Baroh;227;1038;11;0
5350;11.15.03.2014;Kabu Tunong;227;1038;11;0
5351;11.15.03.2015;Keude Linteung;227;1038;11;0
5352;11.15.03.2016;Meurandeh  Suak;227;1038;11;0
5353;11.15.03.2017;Uteun Pulo;227;1038;11;0
5354;11.15.03.2018;Cot Manyang;227;1038;11;0
5355;11.15.03.2019;Pulo Teungoh;227;1038;11;0
5356;11.15.03.2020;Cot Dirui;227;1038;11;0
5357;11.15.03.2021;Cot Teuku Dek;227;1038;11;0
5358;11.15.03.2022;Sapeng;227;1038;11;0
5359;11.15.03.2023;Peuleukung;227;1038;11;0
5360;11.15.03.2024;Paya;227;1038;11;0
5361;11.15.03.2025;Blang Preh;227;1038;11;0
5362;11.15.03.2026;Blang Ara Keude;227;1038;11;0
5363;11.15.03.2027;Blang Ara Gampong;227;1038;11;0
5364;11.15.03.2028;Ie Beudoh;227;1038;11;0
5365;11.15.03.2029;Blang Bayu;227;1038;11;0
5366;11.15.03.2030;Mon Bateung;227;1038;11;0
5367;11.15.03.2031;Suak Peureubong;227;1038;11;0
5368;11.15.03.2032;Krueng Kulu;227;1038;11;0
5369;11.15.03.2033;Cot Punti;227;1038;11;0
5370;11.15.03.2034;Lhok Mesjid;227;1038;11;0
5371;11.15.04.2001;Blang Seunong;228;1038;11;0
5372;11.15.04.2002;Pante Ara;228;1038;11;0
5373;11.15.04.2003;Gunong Nagan;228;1038;11;0
5374;11.15.04.2004;Tuwi Bunta;228;1038;11;0
5375;11.15.04.2005;Blang Mesjid;228;1038;11;0
5376;11.15.04.2006;Blang Neuang;228;1038;11;0
5377;11.15.04.2007;Panton Bayam;228;1038;11;0
5378;11.15.04.2008;Blang Baro Pulo Raga;228;1038;11;0
5379;11.15.04.2009;Krueng Cut;228;1038;11;0
5380;11.15.04.2010;Blang Leumak;228;1038;11;0
5381;11.15.04.2011;Babah Krueng;228;1038;11;0
5382;11.15.04.2012;Blang Seumot;228;1038;11;0
5383;11.15.04.2013;Lhok Seumot;228;1038;11;0
5384;11.15.04.2014;Meunasah Pante;228;1038;11;0
5385;11.15.04.2015;Kuta Jeumpa;228;1038;11;0
5386;11.15.04.2016;Blang Dalam;228;1038;11;0
5387;11.15.04.2017;Keude Seumot;228;1038;11;0
5388;11.15.04.2018;Blang Baro Rambong;228;1038;11;0
5389;11.15.04.2019;Ujong Blang;228;1038;11;0
5390;11.15.04.2020;Meunasah Krueng;228;1038;11;0
5391;11.15.04.2021;Meunasah Dayah;228;1038;11;0
5392;11.15.04.2022;Meunasah Teungoh;228;1038;11;0
5393;11.15.04.2023;Kulam Jeureuneh;228;1038;11;0
5394;11.15.04.2028;Bumi Sari;228;1038;11;39371
5395;11.15.05.2012;Lamie;229;1038;11;0
5396;11.15.05.2013;Kuta Trieng;229;1038;11;0
5397;11.15.05.2014;Geulanggang Gajah;229;1038;11;0
5398;11.15.05.2015;Kayee Unoe;229;1038;11;0
5399;11.15.05.2016;Blang Baro;229;1038;11;0
5400;11.15.05.2017;Alue Bilie;229;1038;11;0
5401;11.15.05.2018;Suka Raja;229;1038;11;38553
5402;11.15.05.2019;Gunong Cut;229;1038;11;0
5403;11.15.05.2020;Suka Jadi;229;1038;11;15113
5404;11.15.05.2021;Tuwi Buya;229;1038;11;0
5405;11.15.05.2022;Ujong Lamie;229;1038;11;0
5406;11.15.05.2023;Suak Palembang;229;1038;11;0
5407;11.15.05.2024;Alue Waki;229;1038;11;0
5408;11.15.05.2025;Alue Geutah;229;1038;11;0
5409;11.15.05.2026;Krueng Alem;229;1038;11;0
5410;11.15.05.2027;Alue Rambot;229;1038;11;0
5411;11.15.05.2028;Krueng Seumayam;229;1038;11;0
5412;11.15.05.2029;Pulo Teungoh;229;1038;11;0
5413;11.15.05.2030;Karang Anyar;229;1038;11;15530
5414;11.15.05.2031;Kuala Seumayam;229;1038;11;0
5415;11.15.05.2032;Pulo Ie;229;1038;11;0
5416;11.15.05.2033;Pulo Kruet;229;1038;11;0
5417;11.15.05.2034;Alue Kuyun;229;1038;11;0
5418;11.15.05.2035;Alue Raya;229;1038;11;0
5419;11.15.05.2036;Alue Jampak;229;1038;11;0
5420;11.15.05.2037;Suka Mulia;229;1038;11;0
5421;11.15.05.2038;Simpang Dua;229;1038;11;0
5422;11.15.05.2039;Sidojadi;229;1038;11;0
5423;11.15.05.2040;Serba Jadi;229;1038;11;0
5424;11.15.05.2041;Serba Guna;229;1038;11;0
5425;11.15.05.2042;Simpang Deli Kilang;229;1038;11;0
5426;11.15.05.2043;Panton Bayu;229;1038;11;0
5427;11.15.05.2044;Ujong Tanjong;229;1038;11;0
5428;11.15.05.2045;Suka Ramai;229;1038;11;0
5429;11.15.05.2046;Ladang Baro;229;1038;11;0
5430;11.15.05.2047;Alue Bateung Brok;229;1038;11;0
5431;11.15.05.2048;Simpang Deli Kampong;229;1038;11;0
5432;11.15.05.2049;Blang Luah;229;1038;11;0
5433;11.15.05.2050;Sumber Makmur;229;1038;11;38961
5434;11.15.05.2051;Makarti Jaya;229;1038;11;96469
5435;11.15.06.2001;Lueng Baro;230;1038;11;0
5436;11.15.06.2002;Alue Kambuk;230;1038;11;0
5437;11.15.06.2003;Kuta Padang;230;1038;11;0
5438;11.15.06.2004;Suak Bilie;230;1038;11;0
5439;11.15.06.2005;Macah;230;1038;11;0
5440;11.15.06.2006;Seumambek;230;1038;11;0
5441;11.15.06.2007;Cot Kuta;230;1038;11;0
5442;11.15.06.2008;Kabu Blang Sapek;230;1038;11;0
5443;11.15.06.2009;Cot Peuradi;230;1038;11;0
5444;11.15.06.2010;Blang Sapek;230;1038;11;0
5445;11.15.06.2011;Lhok Beutong;230;1038;11;0
5446;11.15.06.2012;Gampong Teungoh;230;1038;11;0
5447;11.15.06.2013;Lhok Rameuan;230;1038;11;0
5448;11.15.06.2014;Blang Muling;230;1038;11;0
5449;11.15.06.2015;Krak Tampai;230;1038;11;0
5450;11.15.06.2016;Meureubo;230;1038;11;0
5451;11.15.06.2017;Kuta Baro Blang Muling;230;1038;11;0
5452;11.15.06.2018;Alue Peusaja;230;1038;11;0
5453;11.15.06.2019;Alue Gajah;230;1038;11;0
5454;11.15.07.2001;Suak Puntong;231;1038;11;0
5455;11.15.07.2002;Gampong Lhok;231;1038;11;0
5456;11.15.07.2003;Kuala Baro;231;1038;11;0
5457;11.15.07.2004;Padang Rubek;231;1038;11;0
5458;11.15.07.2005;Pulo;231;1038;11;42182
5459;11.15.07.2006;Langkak;231;1038;11;0
5460;11.15.07.2007;Kuala Tuha;231;1038;11;0
5461;11.15.07.2008;Kubang Gajah;231;1038;11;0
5462;11.15.07.2009;Kuala Trang;231;1038;11;0
5463;11.15.07.2010;Cot Rambong;231;1038;11;0
5464;11.15.07.2011;Padang Panyang;231;1038;11;0
5465;11.15.07.2012;Arongan;231;1038;11;0
5466;11.15.07.2013;Jati Rejo;231;1038;11;0
5467;11.15.07.2014;Purwodadi;231;1038;11;38612
5468;11.15.07.2015;Leung Teuku Ben;231;1038;11;0
5469;11.15.07.2016;Purwosari;231;1038;11;55674
5470;11.15.08.2001;Alue Bata;232;1038;11;0
5471;11.15.08.2002;Gunong Sapek;232;1038;11;0
5472;11.15.08.2003;Sarah Mantok;232;1038;11;0
5473;11.15.08.2004;Pasie Luah;232;1038;11;0
5474;11.15.08.2005;Gunong Geulugo;232;1038;11;0
5475;11.15.08.2006;Gunong Kupok;232;1038;11;0
5476;11.15.08.2007;Gunong Pungki;232;1038;11;0
5477;11.15.08.2008;Alue Siron;232;1038;11;0
5478;11.15.08.2009;Cot Mue;232;1038;11;0
5479;11.15.08.2010;Babah Rot;232;1038;11;0
5480;11.15.08.2011;Babah Dua;232;1038;11;0
5481;11.15.08.2012;Batu Raja;232;1038;11;38375
5482;11.15.08.2013;Simpang Jaya;232;1038;11;0
5483;11.15.08.2014;Sumber Daya;232;1038;11;0
5484;11.15.08.2015;Rantau Selamat;232;1038;11;0
5485;11.15.08.2016;Alue Seupeung;232;1038;11;0
